Observacion ; prestacion ; encontro ; total ; % score
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;reparación veredo obra mal terminado;1;5;20
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;reparación luminario encendido día;1;4;25
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;remoción volquete abandonado mal dispuesto;1;5;20
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;1;7;14
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;columna/poste/cable mal abandonado cortado;1;4;25
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;refugio transporte mal abandonado;1;4;25
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;garita seguridad abandonado u obstruir vereda;1;6;17
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;taxi tarifa mal cobrado;1;4;25
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;intoxicaciónfermedad alimento bebida mal;1;4;25
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;buzón eléctrico mal abandonado;1;4;25
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;vehículo obstruir garaje;2;3;67
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;vehículo mal estacionado;3;3;100
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;remoción vehículo abandonado;1;3;33
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;obra construcción protección falta seguridad edificio lindero y/o vía público;1;10;10
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;reparación veredo obra mal terminado;1;5;20
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;remoción volquete abandonado mal dispuesto;1;5;20
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;1;7;14
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;columna/poste/cable mal abandonado cortado;1;4;25
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;refugio transporte mal abandonado;1;4;25
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;garita seguridad abandonado u obstruir vereda;1;6;17
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;taxi tarifa mal cobrado;1;4;25
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;faltar rampa acceso persona discapacidad motriz establecimiento comercial;1;8;12
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;intoxicaciónfermedad alimento bebida mal;1;4;25
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;faltar rampa acceso persona discapacidad motriz local comercial;1;8;12
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;buzón eléctrico mal abandonado;1;4;25
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;vehículo obstruir garaje;2;3;67
vehículo mal estacionado obstruir parte acceso cochero edificio abandono;mapa cartel orientación estación y/o acceso SUBTE;1;7;14
vehículo abandonado hacer mes;vehículo mal estacionado;1;3;33
vehículo abandonado hacer mes;remoción vehículo abandonado;2;3;67
vehículo abandonado hacer mes;higienización desratización saneamiento terreno baldío/caso abandonado;1;6;17
vehículo abandonado hacer mes;remoción volquete abandonado mal dispuesto;1;5;20
vehículo abandonado hacer mes;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;1;7;14
vehículo abandonado hacer mes;columna/poste/cable mal abandonado cortado;1;4;25
vehículo abandonado hacer mes;refugio transporte mal abandonado;1;4;25
vehículo abandonado hacer mes;garita seguridad abandonado u obstruir vereda;1;6;17
vehículo abandonado hacer mes;buzón eléctrico mal abandonado;1;4;25
vehículo abandonado hacer mes;vehículo obstruir garaje;1;3;33
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;ruido molesto vibración;1;3;33
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;consulta técnico tramite inscripción registro actividad catalogado potencialmente contaminante ruido vibración RAC;1;12;8
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;reparación/nivelación tapa empresa servicio público vereda;1;6;17
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;reparación reja esquina;1;3;33
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;reparación tapa faltante deteriorado columna alumbrado;1;6;17
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;ajuste chapa metálico ruido molesto calle;1;6;17
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;reparación/reposición tapa empresa servicio público vereda;1;6;17
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;Camión recuperador interrumpar tránsito;1;4;25
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;reparación/nivelación tapa empresa servicio público calle;1;6;17
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;reparación/reposición tapa empresa servicio público calle;1;6;17
debido arreglo esquina A ev Belgrano Alberti colocar tapa hacer ruido constantemente pasar vehiculo mismo interrumpar descanso vecino;Nivelación tapa empresa servicio público vereda;1;6;17
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;retiro resto jardinería domiciliario;1;4;25
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;retiro residuo voluminoso mueble electrodoméstico;1;5;20
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;retiro escombro resto obra;2;4;50
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;retiro objeto desuso;1;3;33
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;reparación tapa faltante deteriorado columna alumbrado;1;6;17
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;retiro animal muerto vía público;1;5;20
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;retiro Afiches y/o pasacalles;1;4;25
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;personal empresa recolección realizar pedido dádiva;1;6;17
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;solicitud derivado;1;2;50
vecino solicitar retiro 15 bolsa escombro dejar lado columna comentar realizar solicitud pasar retirar él solicitar pasar buscar él posible;uso indebido plástico bolsa reutilizable sorbete;1;6;17
retiro escombro resto obra;retiro resto jardinería domiciliario;2;4;50
retiro escombro resto obra;retiro residuo voluminoso mueble electrodoméstico;1;5;20
retiro escombro resto obra;retiro escombro resto obra;4;4;100
retiro escombro resto obra;obra construcción protección falta seguridad edificio lindero y/o vía público;1;10;10
retiro escombro resto obra;faltar recolección resto poder arbolado público;1;6;17
retiro escombro resto obra;resto obra vereda impedir paso;2;5;40
retiro escombro resto obra;reparación veredo obra mal terminado;1;5;20
retiro escombro resto obra;retiro objeto desuso;1;3;33
retiro escombro resto obra;altura antirreglamentario obra;1;3;33
retiro escombro resto obra;retiro animal muerto vía público;1;5;20
retiro escombro resto obra;retiro Afiches y/o pasacalles;1;4;25
retiro escombro resto obra;problema obra bacheo;1;3;33
retiro escombro resto obra;inconveniente ocasionado obra subte zona obelisco;1;6;17
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;ruido molesto vibración;1;3;33
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;consulta técnico tramite inscripción registro actividad catalogado potencialmente contaminante ruido vibración RAC;1;12;8
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;uso indebido agua limpiar vereda;1;5;20
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;ajuste chapa metálico ruido molesto calle;1;6;17
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;recuperador urbano acopiar residuo zona previsto;1;6;17
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;irregularidad calidad agua natatorio;1;4;25
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;irregularidad mantenimiento tanque agua;1;4;25
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;inconveniente suministro agua;1;3;33
ruido casi permanente circulación agua bombeo agua pileto pulmón manzana quiebra silencio habitual zona;inconveniente ocasionado obra subte zona obelisco;1;6;17
barrido deficiente todo cuadra Nicasio Oroño 1300;higiene deficiente establecimiento venta elaboración alimento;1;6;17
barrido deficiente todo cuadra Nicasio Oroño 1300;higiene deficiente establecimiento venta elaboración alimento;1;6;17
moto estacionado via público obstruir puerta medidor gas;vehículo mal estacionado;1;3;33
moto estacionado via público obstruir puerta medidor gas;Acceso información público;1;3;33
moto estacionado via público obstruir puerta medidor gas;desratizar desinsectar desinfectar vía público;1;5;20
moto estacionado via público obstruir puerta medidor gas;obra construcción protección falta seguridad edificio lindero y/o vía público;1;10;10
moto estacionado via público obstruir puerta medidor gas;faltar recolección resto poder arbolado público;1;6;17
moto estacionado via público obstruir puerta medidor gas;reparación/nivelación tapa empresa servicio público vereda;1;6;17
moto estacionado via público obstruir puerta medidor gas;pantalla publicitario vía público;1;4;25
moto estacionado via público obstruir puerta medidor gas;reparación tomar energía alumbrado público;1;5;20
moto estacionado via público obstruir puerta medidor gas;retiro animal muerto vía público;1;5;20
moto estacionado via público obstruir puerta medidor gas;garita seguridad abandonado u obstruir vereda;1;6;17
moto estacionado via público obstruir puerta medidor gas;mantenimiento instalación eléctricas/a gas establecimiento educativo estatal;1;7;14
moto estacionado via público obstruir puerta medidor gas;asentamiento recuperador urbano espacio público;1;5;20
moto estacionado via público obstruir puerta medidor gas;reparación/reposición tapa empresa servicio público vereda;1;6;17
moto estacionado via público obstruir puerta medidor gas;vereda roto alumbrado público;1;4;25
